Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Center Director,canonical_Neighborhood,canonical_Address,canonical_Column,canonical_Eearly Head Start Fund,canonical_Funded Enrollment,canonical_Website,canonical_Program Name,canonical_Site name,canonical_Zip,canonical_Purple binder service type,canonical_Ounce of Prevention Description,canonical_Source,canonical_Number per Site EHS,canonical_Executive Director,canonical_Length of Day,canonical_Fax,canonical_Phone,canonical_Column2,canonical_Director,canonical_Email Address,canonical_ECE Available Programs,canonical_Program Option,canonical_Id,canonical_Head Start Fund,canonical_NAEYC Program Id,canonical_CC fund,canonical_Agency,canonical_IDHS Provider ID,canonical_NAEYC Valid Until,canonical_Number per Site HS,canonical_Progmod 
401,1.0,1541,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS MAY COMMUNITY ACADEMY, HORATIO",512 S LAVERGNE ,60644,5346140,,,,,,,CHICAGO PUBLIC SCHOOLS,AUSTIN,,,,,Roger  Lewis,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'austin',b'512 s. lavergne',b'',b'roger lewis',b'chicago public schools',b'no',b'head start',b'may',b'60644',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'3-4 hours',b'',b'5346140',b'',b'',b'',b'paula cottone',b'austin',b'2645',b'',b'',b'yes',b'',b'',b'roger lewis',b'',b'no'
1162,,1542,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS MAYO, WILLIAM J. & CHARLES H.",249 E 39TH ST ,60653,5351260,,,,,,,CHICAGO PUBLIC SCHOOLS,GRAND BOULEVARD,,,,,Ms. Nadine D.  Dillanado,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,1.0,1543,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS MCCLELLAN, GEORGE B.",3527 S WALLACE ,60609,5351732,,,,,,,CHICAGO PUBLIC SCHOOLS,BRIDGEPORT,,,,,Mary E.  Garcia-Humphreys,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'bridgeport',b'3527 s. wallace',b'',b'mary e. garcia-humphreys',b'chicago public schools',b'no',b'head start',b'mcclellan',b'60609',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'3-4 hours',b'',b'5351732',b'',b'',b'',b'paula cottone',b'bridgeport',b'2649',b'',b'',b'yes',b'',b'',b'joseph shoffner',b'',b'no'
513,0.999999483426,1544,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS MCCORMICK, CYRUS H.",2712 S SAWYER AVE ,60623,5357252,,,,,,,CHICAGO PUBLIC SCHOOLS,SOUTH LAWNDALE,,,,,ms. Virginia S. Rivera,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'south lawndale',b'2712 s. sawyer',b'',b'ms. virginia s. rivera',b'chicago public schools',b'no',b'prekindergarten for all',b'mccormick',b'60623',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'3-4 hours',b'',b'5357252',b'',b'',b'',b'paula cottone',b'south lawndale',b'2038',b'',b'',b'yes',b'',b'',b'ms. cristina romo',b'',b'no'
738,1.0,1545,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS MCCUTCHEON MAIN, JOHN T.",4846 N SHERIDAN ,60640,5342680,,,,,,,CHICAGO PUBLIC SCHOOLS,UPTOWN,,,,,Mrs. Carol Ann  Lang,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'uptown',b'4846 n. sheridan',b'',b'mrs. carol ann lang',b'chicago public schools',b'no',b'',"b'chicago public schools mccutcheon main, john t.'",b'60640',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'',b'',b'5342680',b'',b'',b'',b'paula cottone',b'uptown',b'2039',b'',b'',b'yes',b'',b'',b'dr. carol ann lang',b'',b'no'
320,0.99998541673,1546,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS MCDOWELL, MARY E.",1419 E 89TH ST ,60619,5356404,,,,,,,CHICAGO PUBLIC SCHOOLS,CALUMET HEIGHTS,,,,,Dr. Jo La Tanya Easterling-Hood,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'calumet heights',b'1419 e. 89th st.',b'',b'dr. jo la tanya easterling-hood',b'chicago public schools',b'no',b'head start',b'mcdowell',b'60619',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'5-6 hours',b'',b'5356404',b'',b'',b'',b'paula cottone',b'calumet heights',b'2652',b'',b'',b'yes',b'',b'',b'dr. jo la tanya easterling-hood',b'',b'no'
739,3.77481e-07,1547,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS MCKAY, FRANCIS M.",6901 S FAIRFIELD AVE ,60629,5359505,,,,,,,CHICAGO PUBLIC SCHOOLS,CHICAGO LAWN,,,,,Mrs. Dawn Prather-Hawk,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'',b'6901 s fairfield ave',b'',b'mrs. dawn prather-hawk',b'chicago public schools',b'no',b'',"b'chicago public schools mckay, francis m.'",b'60629',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'',b'',b'5359505',b'',b'',b'',b'paula cottone',b'chicago lawn',b'1547',b'',b'',b'yes',b'',b'',b'mrs. dawn prather-hawk',b'',b'no'
740,1.0,1548,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS MCNAIR ACADEMY CENTER, RONALD E.",4820 W WALTON ,60651,5348980,,,,,,,CHICAGO PUBLIC SCHOOLS,AUSTIN,,,,,Dr. Shirley  Dillard,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'austin',b'4820 w. walton',b'',b'dr. shirley dillard',b'chicago public schools',b'no',b'',"b'chicago public schools mcnair academy center, ronald e.'",b'60651',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'',b'',b'5348980',b'',b'',b'',b'paula cottone',b'austin',b'2042',b'',b'',b'yes',b'',b'',b'dr. shirley dillard',b'',b'no'
741,1.0,1549,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS MCPHERSON, JAMES B.",4728 N WOLCOTT AV ,60640,5342625,,,,,,,CHICAGO PUBLIC SCHOOLS,LINCOLN SQUARE,,,,,Ms. Carmen A.  Mendoza,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'lincoln square',b'4728 n. wolcott av',b'',b'ms. carmen a. mendoza',b'chicago public schools',b'no',b'',"b'chicago public schools mcpherson, james b.'",b'60640',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'',b'',b'5342625',b'',b'',b'',b'paula cottone',b'lincoln square',b'2043',b'',b'',b'yes',b'',b'',b'ms. carmen a. mendoza',b'',b'no'
378,1.0,1550,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS MONROE, JAMES",3651 W SCHUBERT AVE ,60647,5344155,,,,,,,CHICAGO PUBLIC SCHOOLS,LOGAN SQUARE,,,,,Mr. Edwin  Rivera,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'',b'3651 w. schubert ave',b'',b'mr. edwin rivera',b'chicago public schools',b'no',b'head start',b'monroe',b'60647',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5344155',b'',b'',b'',b'paula cottone',b'logan square',b'1031',b'',b'',b'yes',b'',b'',b'mr. edwin rivera',b'',b'no'
434,1.0,1551,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS MORGAN, GARRETT A.",8407 S KERFOOT ,60620,5353366,,,,,,,CHICAGO PUBLIC SCHOOLS,AUBURN GRESHAM,,,,,Mrs. Linda E.  Walker,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'auburn gresham',b'8407 s. kerfoot',b'',b'mrs. linda e. walker',b'chicago public schools',b'no',b'head start',b'morgan',b'60620',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'3-4 hours',b'',b'5353366',b'',b'',b'',b'paula cottone',b'auburn gresham',b'2665',b'',b'',b'yes',b'',b'',b'jerrold washington',b'',b'no'
389,1.0,1552,chapin_dfss_providers_2011_070212.csv,CHICAGO PUBLIC SCHOOLS MORTON CAREER ACADEMY,431 N TROY ,60612,5346791,,,,,,,CHICAGO PUBLIC SCHOOLS,HUMBOLDT PARK,,,,,Ms. Phyllis L.   McCune,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'humboldt park',b'431 n. troy',b'',b'ms. phyllis l. mccune',b'chicago public schools',b'no',b'head start',b'morton',b'60612',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'5-6 hours',b'',b'5346791',b'',b'',b'',b'paula cottone',b'humboldt park',b'2046',b'',b'',b'yes',b'',b'',b'ms. angel l. turner',b'',b'no'
405,0.999813139439,1553,chapin_dfss_providers_2011_070212.csv,CHICAGO PUBLIC SCHOOLS N.T.A. (NATIONAL TEACHERS ACADEMY),55 W CERMAK ,60616,5349970,,,,,,,CHICAGO PUBLIC SCHOOLS,NEAR SOUTH SIDE,,,,,Ms. Amy G.  Rome,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'',b'55 w. cermak',b'',b'ms. amy g. rome',b'chicago public schools',b'no',b'head start',b'chicago public schools n.t.a. (national teachers academy)',b'60616',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'5-6 hours',b'',b'5349970',b'',b'',b'',b'paula cottone',b'near south side',b'791',b'',b'',b'yes',b'',b'',b'ms. amy g. rome',b'',b'no'
399,1.0,1554,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS NASH, HENRY H.",4837 W ERIE ST ,60644,5346125,,,,,,,CHICAGO PUBLIC SCHOOLS,AUSTIN,,,,,Ms. Tresa D.  Dunbar,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'austin',b'4837 w. erie st.',b'',b'ms. tresa d. dunbar',b'chicago public schools',b'no',b'head start',b'nash',b'60644',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'5-6 hours',b'',b'5346125',b'',b'',b'',b'paula cottone',b'austin',b'2675',b'',b'',b'yes',b'',b'',b'ms. tresa d. dunbar',b'',b'no'
334,1.0,1555,chapin_dfss_providers_2011_070212.csv,CHICAGO PUBLIC SCHOOLS NEW FIELD PRIMARY SCHOOL,1707 W MORSE ,60626,5342760,,,,,,,CHICAGO PUBLIC SCHOOLS,ROGERS PARK,,,,,Ms. Blanca A.  Trevino,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'rogers park',b'1707 w. morse',b'',b'ms. blanca a. trevino',b'chicago public schools',b'no',b'head start',b'new field',b'60626',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'3-4 hours',b'',b'5342760',b'',b'',b'',b'paula cottone',b'rogers park',b'2049',b'',b'',b'yes',b'',b'',b'ms. susan m. kilbane',b'',b'no'
726,1.0,1556,chapin_dfss_providers_2011_070212.csv,CHICAGO PUBLIC SCHOOLS NICHOLSON MATH AND SCIENCE,6006 S PEORIA ST ,60621,5353285,,,,,,,CHICAGO PUBLIC SCHOOLS,ENGLEWOOD,,,,,Mr. Rodney L.  Hull,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'englewood',b'6006 s. peoria',b'',b'mr. rodney l. hull',b'chicago public schools',b'no',b'head start',b'nicholson',b'60621',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'3-4 hours',b'',b'5353285',b'',b'',b'',b'paula cottone',b'englewood',b'2050',b'',b'',b'yes',b'',b'',b'mr. rodney l. hull',b'',b'no'
491,1.0,1557,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS NIXON, WILLIAM P.",2121 N KEELER AVE ,60639,5344375,,,,,,,CHICAGO PUBLIC SCHOOLS,HERMOSA,,,,,Herman Escobar,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'hermosa',b'2121 n. keeler',b'',b'herman escobar',b'chicago public schools',b'no',b'prekindergarten for all',b'nixon',b'60639',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'3-4 hours',b'',b'5344375',b'',b'',b'',b'paula cottone',b'hermosa',b'2051',b'',b'',b'yes',b'',b'',b'herman escobar',b'',b'no'
421,1.0,1558,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS O'KEEFFE, ISABELL C.",6940 S MERRILL ,60649,5350600,,,,,,,CHICAGO PUBLIC SCHOOLS,SOUTH SHORE,,,,,Mrs. Carolyn D.  Townes,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'',b'6940 s. merrill',b'',b'mrs. carolyn d. townes',b'chicago public schools',b'no',b'head start',"b""chicago public schools o'keeffe, isabell c.""",b'60649',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'5-6 hours',b'',b'5350600',b'',b'',b'',b'paula cottone',b'south shore',b'825',b'',b'',b'yes',b'',b'',b'stephen parker',b'',b'no'
415,1.0,1559,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS O'TOOLE, LUKE",6550 S SEELEY ,60636,5359040,,,,,,,CHICAGO PUBLIC SCHOOLS,WEST ENGLEWOOD,,,,,Mr. Erick D.  Pruitt,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'west englewood',b'6550 s. seeley',b'',b'mr. erick d. pruitt',b'chicago public schools',b'no',b'head start',"b""o'toole""",b'60636',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'5-6 hours',b'',b'5359040',b'',b'',b'',b'paula cottone',b'west englewood',b'2053',b'',b'',b'yes',b'',b'',b'mr. king hall',b'',b'no'
324,1.0,1560,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS PEABODY, ELIZABETH",1444 W AUGUSTA BLVD ,60622,5344170,,,,,,,CHICAGO PUBLIC SCHOOLS,WEST TOWN,,,,,Mr. Federico  Flores,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'west town',b'1444 w. augusta blvd.',b'',b'mr. federico flores',b'chicago public schools',b'no',b'head start',b'peabody',b'60622',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'5-6 hours',b'',b'5344170',b'',b'',b'',b'paula cottone',b'west town',b'569',b'',b'',b'yes',b'',b'',b'mr. federico flores',b'',b'no'
380,1.0,1561,chapin_dfss_providers_2011_070212.csv,CHICAGO PUBLIC SCHOOLS PECK SCHOOL,3826 W 58TH ST ,60629,5352450,,,,,,,CHICAGO PUBLIC SCHOOLS,WEST ELSDON,,,,,Okab Hassan,Yes,No,No,,,,,,,,,,,b'',b'',b'3826 w. 58th',b'',b'okab hassan',b'chicago public schools',b'no',b'head start',b'peck',b'60629',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5352450',b'',b'',b'',b'',b'west elsdon',b'724',b'',b'',b'yes',b'',b'',b'',b'',b'no'
330,1.0,1562,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS PENN, WILLIAM",1616 S AVERS ,60623,5341665,,,,,,,CHICAGO PUBLIC SCHOOLS,NORTH LAWNDALE,,,,,Mrs. Sherryl  Moore-Ollie,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'',b'1616 s. avers',b'',b'mrs. sherryl moore-ollie',b'chicago public schools',b'no',b'head start',"b'chicago public schools penn, william'",b'60623',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'3-4 hours',b'',b'5341665',b'',b'',b'',b'paula cottone',b'north lawndale',b'580',b'',b'',b'yes',b'',b'',b'mrs. sherryl moore-ollie',b'',b'no'
311,0.999999960264,1563,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS PEREZ, MANUEL",1241 W 19TH STREET ,60608,5347650,,,,,,,CHICAGO PUBLIC SCHOOLS,LOWER WEST SIDE,,,,,Mrs. Sylvia  Stamatoglou,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'lower west side',b'1241 w. 19th street',b'',b'mrs. sylvia stamatoglou',b'chicago public schools',b'no',b'head start',b'perez',b'60608',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'5-6 hours',b'',b'5347650',b'',b'',b'',b'paula cottone',b'lower west side',b'2057',b'',b'',b'yes',b'',b'',b'ms. vicky kleros',b'',b'no'
303,1.0,1564,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS PICCOLO SPECIALTY SCHOOL, BRIAN",1040 N KEELER AVENUE ,60651,5344425,,,,,,,CHICAGO PUBLIC SCHOOLS,HUMBOLDT PARK,,,,,Mrs. Althea  Hammond,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'humboldt park',b'1040 n. keeler avenue',b'',b'mrs. althea hammond',b'chicago public schools',b'no',b'head start',b'piccolo',b'60651',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'5-6 hours',b'',b'5344425',b'',b'',b'',b'paula cottone',b'humboldt park',b'2058',b'',b'',b'yes',b'',b'',b'ms. tiffany s. allison',b'',b'no'
349,0.953329026699,1565,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS PICKARD, JOSIAH L.",2301 W 21ST STREET ,60608,5357280,,,,,,,CHICAGO PUBLIC SCHOOLS,LOWER WEST SIDE,,,,,Rigo  Hernandez,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'lower west side',b'2301 w. 21st street',b'',b'rigo hernandez',b'chicago public schools',b'no',b'head start',b'pickard',b'60608',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'5-6 hours',b'',b'5357280',b'',b'',b'',b'paula cottone',b'lower west side',b'2059',b'',b'',b'yes',b'',b'',b'rigo hernandez',b'',b'no'
321,1.0,1566,chapin_dfss_providers_2011_070212.csv,CHICAGO PUBLIC SCHOOLS PILSEN COMM. ACADEMY,1420 W 17TH STREET ,60608,5347675,,,,,,,CHICAGO PUBLIC SCHOOLS,LOWER WEST SIDE,,,,,Dr. Adel M.  Ali,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'lower west side',b'1420 w. 17th st.',b'',b'dr. adel m. ali',b'chicago public schools',b'no',b'head start',b'pilsen',b'60608',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5347675',b'',b'',b'',b'paula cottone',b'lower west side',b'942',b'',b'',b'yes',b'',b'',b'dr. adel m. ali',b'',b'no'
433,0.999999970198,1567,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS REAVIS, WILLIAM CLAUDE",834 E 50TH STREET ,60615,5351060,,,,,,,CHICAGO PUBLIC SCHOOLS,KENWOOD,,,,,Mr. Michael T. Johnson,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'',b'834 e. 50th street',b'',b'mr. michael t. johnson',b'chicago public schools',b'no',b'head start',"b'chicago public schools reavis, william claude'",b'60615',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'5-6 hours',b'',b'5351060',b'',b'',b'',b'paula cottone',b'kenwood',b'2061',b'',b'',b'yes',b'',b'',b'mr. michael t. johnson',b'',b'no'
301,0.999997754892,1568,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS REVERE, PAUL",1010 E 72ND STREET ,60619,5350618,,,,,,,CHICAGO PUBLIC SCHOOLS,GREATER GRAND CROSSING,,,,,Mrs. Veronica J.  Thompson,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'greater grand crossing',b'1010 e. 72nd street',b'',b'mrs. veronica j. thompson',b'chicago public schools',b'no',b'head start',b'revere',b'60619',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'5-6 hours',b'',b'5350618',b'',b'',b'',b'paula cottone',b'greater grand crossing',b'2062',b'',b'',b'yes',b'',b'',b'mrs. veronica j. thompson',b'',b'no'
387,1.0,1569,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS ROBINSON, JACKIE R.",4225 S LAKE PARK AVE ,60653,5351777,,,,,,,CHICAGO PUBLIC SCHOOLS,OAKLAND,,,,,Ms. Keshia B.  Warner,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'oakland',b'4225 s. lake park ave.',b'',b'ms. keshia b. warner',b'chicago public schools',b'no',b'head start',b'robinson',b'60653',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'5-6 hours',b'',b'5351777',b'',b'',b'',b'paula cottone',b'oakland',b'2744',b'',b'',b'yes',b'',b'',b'ms. sonja spiller',b'',b'no'
432,1.0,1570,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS RUGGLES, MARTHA M.",7831 S PRAIRIE AVE ,60619,5353085,,,,,,,CHICAGO PUBLIC SCHOOLS,GREATER GRAND CROSSING,,,,,Ida Patterson,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'greater grand crossing',b'7831 s. prairie ave.',b'',b'ida patterson',b'chicago public schools',b'no',b'head start',b'ruggles',b'60619',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'5-6 hours',b'',b'5353085',b'',b'',b'',b'paula cottone',b'greater grand crossing',b'854',b'',b'',b'yes',b'',b'',b'ida patterson',b'',b'no'
437,1.0,1571,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS RYDER, WILLIAM H.",8716 S WALLACE STREET ,60620,5353843,,,,,,,CHICAGO PUBLIC SCHOOLS,AUBURN GRESHAM,,,,,Mrs. Janice  Preston,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'auburn gresham',b'8716 s. wallace street',b'',b'mrs. janice preston',b'chicago public schools',b'no',b'head start',b'ryder',b'60620',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'3-4 hours',b'',b'5353843',b'',b'',b'',b'paula cottone',b'auburn gresham',b'2749',b'',b'',b'yes',b'',b'',b'mrs. janice preston',b'',b'no'
605,1.0,1572,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS RYERSON, MARTIN A.",646 N LAWNDALE ,60624,5346700,,,,,,,CHICAGO PUBLIC SCHOOLS,HUMBOLDT PARK,,,,,Mr. Lorenzo Russell,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'humboldt park',b'646 n. lawndale',b'',b'mr. lorenzo russell',b'chicago public schools',b'no',b'prekindergarten for all',b'ryerson',b'60624',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'3-4 hours',b'',b'5346700',b'',b'',b'',b'paula cottone',b'humboldt park',b'1104',b'',b'',b'yes',b'',b'',b'mr. lorenzo russell',b'',b'no'
742,1.0,1573,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS SANDOVAL, SOCORRO",5534 S SAINT LOUIS AVE ,60629,5350457,,,,,,,CHICAGO PUBLIC SCHOOLS,GAGE PARK,,,,,Dr. Ana Expinoza,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'',b'5534 s saint louis ave',b'',b'dr. ana expinoza',b'chicago public schools',b'no',b'',"b'chicago public schools sandoval, socorro'",b'60629',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'',b'',b'5350457',b'',b'',b'',b'paula cottone',b'gage park',b'1573',b'',b'',b'yes',b'',b'',b'dr. ana expinoza',b'',b'no'
360,0.999978621801,1574,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS SAUCEDO SCHOLASTIC ACADEMY, MARIA",2850 W 24 TH BLVD ,60623,5341770,,,,,,,CHICAGO PUBLIC SCHOOLS,SOUTH LAWNDALE,,,,,Mrs. Leticia L.  Gonzalez,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'south lawndale',b'2850 w. 24 th blvd',b'',b'mrs. leticia l. gonzalez',b'chicago public schools',b'no',b'head start',b'saucedo',b'60623',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'3-4 hours',b'',b'5341770',b'',b'',b'',b'paula cottone',b'south lawndale',b'2760',b'',b'',b'yes',b'',b'',b'isamar vargas colon',b'',b'no'
564,1.0,1575,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS SEWARD, WILLIAM H.",4600 S HERMITAGE AVE ,60609,5354890,,,,,,,CHICAGO PUBLIC SCHOOLS,NEW CITY,,,,,Marcey Reyes,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'new city',b'4600 s. hermitage',b'',b'marcey reyes',b'chicago public schools',b'no',b'prekindergarten for all',b'seward',b'60609',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'3-4 hours',b'',b'5354890',b'',b'',b'',b'paula cottone',b'new city',b'2069',b'',b'',b'yes',b'',b'',b'nora cardenas',b'',b'no'
731,0.999889075756,1576,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS SEXTON, AUSTIN O.",6020 S LANGLEY ,60637,5350640,,,,,,,CHICAGO PUBLIC SCHOOLS,WOODLAWN,,,,,Mrs. Ginger V. Bryant,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'woodlawn',b'6020 s. langley',b'',b'mrs. ginger v. bryant',b'chicago public schools',b'no',b'head start',"b'chicago public schools sexton, austin o.'",b'60637',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'5-6 hours',b'',b'5350640',b'',b'',b'',b'paula cottone',b'woodlawn',b'2070',b'',b'',b'yes',b'',b'',b'mrs. ginger v. bryant',b'',b'no'
505,1.0,1577,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS SHERWOOD, JESSIE",245 W 57TH ST ,60621,5350829,,,,,,,CHICAGO PUBLIC SCHOOLS,ENGLEWOOD,,,,,Alice Buzanis,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'',b'245 w 57th st',b'',b'alice buzanis',b'chicago public schools',b'no',b'prekindergarten for all',"b'chicago public schools sherwood, jessie'",b'60621',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'3-4 hours',b'',b'5350829',b'',b'',b'',b'paula cottone',b'englewood',b'1577',b'',b'',b'yes',b'',b'',b'alice buzanis',b'',b'no'
743,1.0,1578,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS SHIELDS, JAMES",4250 S ROCKWELL ST ,60632,5357285,,,,,,,CHICAGO PUBLIC SCHOOLS,BRIGHTON PARK,,,,,Philip Salemi,Yes,No,No,,,,,,,,,,,b'www.cps.edu',b'brighton park',b'4250 s rockwell st.',b'',b'philip salemi',b'chicago public schools',b'no',b'',"b'chicago public schools shields, james'",b'60632',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'',b'',b'5357285',b'',b'',b'',b'paula cottone',b'brighton park',b'2072',b'',b'',b'yes',b'',b'',b'philip salemi',b'',b'no'
